EVENT CATEGORY	EVENT GROUP	EVENT SUBGROUP	EVENT TYPE	PLACE	EVENT START DATE	COMMENTS	FATALITIES	INJURED / INFECTED	EVACUATED	ESTIMATED TOTAL COST	NORMALIZED TOTAL COST	EVENT END DATE	FEDERAL DFAA PAYMENTS	PROVINCIAL DFAA PAYMENTS	PROVINCIAL DEPARTMENT PAYMENTS	MUNICIPAL COSTS	OGD COSTS	INSURANCE PAYMENTS	NGO PAYMENTS	UTILITY - PEOPLE AFFECTED	MAGNITUDE	
Incident	Technology	Hazardous Chemicals	Derailment Release	Linton QC	10/05/1988 12:00:00 AM	Linton QC, May 10, 1988. A train derailed due to the collapse of the track in a section where the supporting dike was washed out;  four cars released a total of 26 tonnes of heating oil into the Batiscan River; fish breeding operations were disrupted (change in the taste of the fish).	0	0	0			10/05/1988 12:00:00 AM	0.0000	0.0000						0	0.0	
Incident	Technology	Hazardous Chemicals	Leak / Spill Release	Sarnia ON	24/05/1988 12:00:00 AM	Sarnia ON, May 24, 1988. An electrical breakdown caused the accidental release of 9.6 tonnes of acrylonitryle into the St. Clair River; maximum concentration limits were detected, and the collection of drinking water from the river was stopped for two days.	0	0	0			24/05/1988 12:00:00 AM	0.0000	0.0000						0	0.0	
Disaster	Natural	Meteorological - Hydrological	Flood	Lethbridge, Taber, Irma and Wainwright AB	04/06/1988 12:00:00 AM	Lethbridge, Taber, Irma and Wainwright AB, June 4-11, 1988. Flooding due to severe weather.	0	0	0			11/06/1988 12:00:00 AM	0.0000	0.0000						0	0.0	
Disaster	Natural	Meteorological - Hydrological	Storm - Unspecified / Other	Louiseville, Yamachiche and St.-Justin Region of Trois-Rivières QC	20/06/1988 12:00:00 AM	Louiseville, Yamachiche and St.-Justin Region of Trois-Rivières QC, June 20, 1988. A storm system created violent winds which destroyed several houses and caused damage to telephone lines, businesses and agricultural lands.	0	0	0			20/06/1988 12:00:00 AM	0.0000	0.0000						0	0.0	
Disaster	Natural	Meteorological - Hydrological	Flood	Central and Southern Alberta	28/06/1988 12:00:00 AM	Central and Southern AB, June 28-29, 1988.	0	0	0			29/06/1988 12:00:00 AM	0.0000	0.0000						0	0.0	
Disaster	Natural	Meteorological - Hydrological	Flood	Norman Wells NT	29/06/1988 12:00:00 AM	Norman Wells NT, June 29 - July 3 and July 11-15, 1988. Two severe flood events occurred in the Laird and Mackenzie River Basins of southwestern Northwest Territories.	0	0	0			29/06/1988 12:00:00 AM	0.0000	0.0000						0	0.0	
Disaster	Natural	Meteorological - Hydrological	Heat Event	Ontario and Manitoba	05/07/1988 12:00:00 AM	Central and Southern ON and Manitoba, July 5-11, 1988; 14 elderly people died in Ontario of heat related factors.   Toronto on July 7 had a high of 37.2°C (hottest day since 1953). Six afternoon highs >35°C; air pollution levels soared, power and water consumption soared to record levels.  On July 28 rotating black-outs eased the power drain with the potential of a complete power failure.  Ice companies were overwhelmed with order and quickly sold out.  Great Lakes water levels the lowest in more than a decade, with an expected further drop of 12.5 cm. Manitoba Hydro losses were $100 million in 1988; QB hydro cut sales to ON and US by 25%.	14	0	0			11/07/1988 12:00:00 AM	0.0000	0.0000						128169014	0.0	
Incident	Technology	Hazardous Chemicals	Fire	Courtland ON	17/12/1988 12:00:00 AM	Courtland ON, December 17, 1988. A fire of unknown origin swept through a series of fertiliser warehouses of an agricultural co-operative but was under control before reaching a neighbouring gas station; about 245 tonnes of the chemicals were destroyed; 500 people within a 1.5 km radius were evacuated for 7 hours; two warehouses were destroyed; concentrations of pollutants in the air and water were minimal (trace).	0	0	500			17/12/1988 12:00:00 AM	0.0000	0.0000						0	0.0	
Disaster	Natural	Meteorological - Hydrological	Flood	Lesser Slave Lake region AB	05/07/1988 12:00:00 AM	Lesser Slave Lake area AB, July 5-8, 1988. A severe rainstorm which started on July 5 1988, brought up to 160 mm of rain to the Town of Slave Lake and surrounding areas. This caused overbank flooding and log jams on Sawridge Creek, Driftpile River and Swan River. Individuals, small businesses, farms, a hospital, and government property sustained damage. Major highways north of Edmonton to Slave Lake were closed. Over 800 homes flooded, 500 of them severely damaged. Approximately 2800 residents were evacuated from the area.	0	0	2800	35296621.0000	2974434.4	08/07/1988 12:00:00 AM	7787911.0000	6008710.0000				21500000.0000		0	0.0	
Disaster	Natural	Meteorological - Hydrological	Storms and Severe Thunderstorms	Calgary AB	16/08/1988 12:00:00 AM	Calgary AB, August 16, 1988. Thunderstorms caused major flooding with 40 to 200 mm of rain falling in different locations. Up to 5 cm of hail also fell in the southern part of Calgary.  Streets turned into rivers and left many motorists stranded.  Individuals, small businesses, farmers and government property were damaged. Approximately 400 homes were affected by sewer backup, 50 had damage due to surface water flooding. There were 3,000 property damage claims and 2,000 automobile claims.	0	0	0	39827872.0000	3356281.3	16/08/1988 12:00:00 AM	156086.0000	2544786.0000				37127000.0000		0	0.0	
Disaster	Natural	Geological	Earthquake	Saguenay region QC	25/11/1988 12:00:00 AM	Saguenay region QC, November 25, 1988. Some minor damage was caused at Jonquière, Chicoutimi, La Baie and Québec City.  Magnitude: 6.0.	0	0	0	37970666.0000	3199775.2	25/11/1988 12:00:00 AM	20891999.0000	17078667.0000						0	6.0	
Incident	Technology	Hazardous Chemicals	Fire	Saint-Basile-le-Grand QC	23/08/1988 12:00:00 AM	Saint-Basile-le-Grand QC, August 23, 1988. A fire broke out in a warehouse containing 84.8 m³ of toxic solid and liquid wastes containing PCBs; nearly 5000 people were evacuated for 17 days over an area of 14 km²; agricultural produce was destroyed over an area of 750 km² as a safety precaution.	0	0	5000	26931008.0000	2269467.0	23/08/1988 12:00:00 AM	11897256.0000	15033752.0000						0	0.0	
Disaster	Natural	Meteorological - Hydrological	Drought	Prairie provinces	01/01/1989 12:00:00 AM	Prairie provinces, 1989. Cereal crop drought occurred in parts of the Prairies; severe and widespread surface water droughts reported on the Prairies.	0	0	0			01/01/1989 12:00:00 AM	0.0000	0.0000						0	0.0	
Incident	Technology	Hazardous Chemicals	Fire	Dundas ON	01/01/1989 12:00:00 AM	Dundas ON, 1989. 200 evacuated.	0	0	200			01/01/1989 12:00:00 AM	0.0000	0.0000						0	0.0	
Incident	Technology	Hazardous Chemicals	Derailment Release	Sarnia ON	01/01/1989 12:00:00 AM	Sarnia ON, 1989. Train derailment releasing dangerous goods; 250 evacuated.	0	0	250			01/01/1989 12:00:00 AM	0.0000	0.0000						0	0.0	
Disaster	Natural	Meteorological - Hydrological	Flood	Albany and Attawapiskat River ON	01/01/1989 12:00:00 AM	Albany and Attawapiskat Rivers ON, 1989. 1000 evacuated.	0	0	1000			01/01/1989 12:00:00 AM	0.0000	0.0000						0	0.0	
Incident	Technology	Hazardous Chemicals	Fire	Niagara Falls ON	01/01/1989 12:00:00 AM	Niagara Falls ON, 1989. 100 evacuated.	0	0	100			01/01/1989 12:00:00 AM	0.0000	0.0000						0	0.0	
Disaster	Natural	Meteorological - Hydrological	Cold Event	Yukon to Ontario	30/01/1989 12:00:00 AM	Yukon to Ontario, January 30, 1989. Freezing caused pipes to burst in British Columbia; 30.5 cm of snow in one day in Edmonton and the temperature plummeted from +3°C to -26°C in 7 hours; 13 weather related deaths; 8 died in Alberta, 2 motorists died due to icy roads in British Columbia, and 3 farmers froze to death in Saskatchewan; there were 28 frostbite victims in Calgary; 20,000 were affected in a power failure in British Columbia; pipes burst, schools closed down, ferries were cancelled, roads closed, and airports were shutdown; 100 frostbite cases were reported in Calgary; extensive agricultural damage was caused.	13	100	0			30/01/1989 12:00:00 AM	0.0000	0.0000						0	0.0	
Incident	Technology	Transportation accident	Air	Dryden ON	10/03/1989 12:00:00 AM	Dryden ON, March 10, 1989. 24 dead, 45 injured: an Air Ontario  F-28 passenger plane crashed shortly after take-off from a scheduled stop in Dryden.	24	45	0			10/03/1989 12:00:00 AM	0.0000	0.0000						0	0.0	
Disaster	Natural	Meteorological - Hydrological	Tornado	Montmartre SK	01/07/1989 12:00:00 AM	Montmartre SK, July 1989. The Canadian Red Cross assisted the victims.	0	0	0			01/07/1989 12:00:00 AM	0.0000	0.0000						0	0.0	
Disaster	Natural	Meteorological - Hydrological	Flood	Liard River NT	01/05/1989 12:00:00 AM	Liard River NT, May 1-9, 1989. Flooding, caused by severe ice jams near 3 Mile Island, damaged the community of Fort Liard.  A State of Emergency was declared on May 1 due to the high water levels, 1 m in some areas.  Water built up when the ice jam reached Fort Simpson and the town of Hay River was also damaged. Personal, municipal and territorial property was damaged, riverbanks were eroded. Over 50 homes were affected by the flooding and 125 people were evacuated, there was no loss of life.	0	0	125	1094778.0000	87816.4	09/05/1989 12:00:00 AM	852700.0000	242078.0000						0	0.0	
Disaster	Natural	Meteorological - Hydrological	Wildfire	Northern Manitoba	11/05/1989 12:00:00 AM	Northern MB, May-September 1989. One of the worst forest fires in Canadian history raged across northern Manitoba forcing the evacuation of roughly 25,000 people in approximately 25 communities; many were airlifted to Winnipeg. In 1989, Manitoba experienced 1,229 forest fires.	0	0	25000	18489862.0000	1483144.0	20/09/1989 12:00:00 AM	14174906.0000	4314956.0000						0	0.0	
Disaster	Natural	Meteorological - Hydrological	Wildfire	Radisson QC	22/07/1989 12:00:00 AM	Radisson QC, July 22, 1989. Forest fires caused the evacuation of 300 people from Radisson to Montréal and Val d'Or.	0	0	300			22/07/1989 12:00:00 AM	0.0000	0.0000						0	0.0	
Disaster	Natural	Meteorological - Hydrological	Hurricane / Typhoon / Tropical Storm	Nova Scotia	10/09/1989 12:00:00 AM	Nova Scotia, September 10, 1989. Hurricane "Gabrielle" battered the coast of Nova Scotia with 6 to 9 metre swells and winds gusting to 150 km/h; one man was killed when a huge wave swept him into the ocean.	1	0	0			10/09/1989 12:00:00 AM	0.0000	0.0000						0	0.0	
Incident	Technology	Hazardous Chemicals	Vehicle Release	Ottawa ON	12/09/1989 12:00:00 AM	Ottawa ON, September 12, 1989. The driver of a tank truck carrying 57 m³ of gasoline lost control and crashed into a public transport bus; both the truck and bus were destroyed by fire, and 40 m³ of gasoline were released; the only casualty was the truck driver who was killed.	1	0	0			12/09/1989 12:00:00 AM	0.0000	0.0000						0	0.0	
Incident	Technology	Hazardous Chemicals	Vehicle Release	Saint-Jacques QC	29/09/1989 12:00:00 AM	Saint-Jacques QC, September 29, 1989. A highway collision between a car and transport truck containing ethylene glycol resulted in 9100 kg of the product spilling into a river below the road, causing serious pollution; the driver of the car was killed and the truck driver injured.	1	1	0			29/09/1989 12:00:00 AM	0.0000	0.0000						0	0.0	
Incident	Technology	Hazardous Chemicals	Vehicle Release	Sudbury ON	02/10/1989 12:00:00 AM	Sudbury ON, October 2, 1989. A vehicle collision caused a transport truck carrying 42 tonnes of sulphuric acid to crash into a ditch; the tank was punctured by a rock, causing 30 tonnes of acid to be released; neutralization of the acid and a clean-up operation were required; two occupants of the vehicle were killed, the truck driver was injured.	2	1	0			02/10/1989 12:00:00 AM	0.0000	0.0000						0	0.0	
Disaster	Natural	Meteorological - Hydrological	Flood	Southwestern British Columbia	08/11/1989 12:00:00 AM	Southwestern British Columbia, November 8-12, 1989. A rainstorm which caused flooding occurred in southwestern British Columbia. Over 500 homes were flooded, a salmon hatchery incurred damage, and many service roads were washed away. Parts of the TransCanada highway were blocked with mudslides. The flooding also caused damage to the Coquihala highway and to the Owekena First Nation reserve; 28 residents of this reserve were evacuated.	0	0	28	3146918.0000	252426.6	12/11/1989 12:00:00 AM	54716.0000	3092202.0000						0	0.0	
Disaster	Natural	Meteorological - Hydrological	Storms and Severe Thunderstorms	Gulf of St. Lawrence QC	07/12/1989 12:00:00 AM	Gulf of St. Lawrence QC, December 7, 1989.  Two ships, "Johanna B" and "Capitaine Torres", about 200 km apart, sank shortly after issuing distress calls during a brutal storm.  All 39 seamen aboard the two ships went missing and were presumed dead.	39	0	0			07/12/1989 12:00:00 AM	0.0000	0.0000						0	0.0	
Incident	Technology	Hazardous Chemicals	Derailment Release	Saint-Léonard d'Aston QC	12/12/1989 12:00:00 AM	Saint-Léonard d'Aston QC, December 12, 1989. 33 of the 92 cars that made up the train from Charny, bound for Montréal, left the track near the town of Saint-Léonard d'Aston; 100m of track was torn-up, two homes severely damaged, a level crossing completely blocked; 15 of the derailed cars carried hazardous materials; 840 people were evacuated.  [The Environment Canada accident report states that 13 rail cars derailed, releasing 200 m³ of 50% soda and 100 m³ of lubricating oil into the Nicollet River; 75 people were evacuated; an area of 1 km² was contaminated; retrieval of drinking water from the river for 5065 people was interrupted for 10 hours]	0	0	840			12/12/1989 12:00:00 AM	0.0000	0.0000						0	0.0	
Disaster	Natural	Geological	Earthquake	Ungava Peninsula QC	25/12/1989 12:00:00 AM	Ungava Peninsula QC, December 25, 1989. The first earthquake in eastern North America to have produced surface faulting.  Magnitude: 6.3	0	0	0			25/12/1989 12:00:00 AM	0.0000	0.0000						0	6.0	
Disaster	Natural	Meteorological - Hydrological	Flood	Newfoundland	09/12/1990 12:00:00 AM	Newfoundland, December 9, 1990. Heavy rain caused this damaging flood.  Up to 100 millemetres of rain fell on the area, forcing the closure of highways, flooding homes and damaging bridges.	0	0	0	2327777.0000	178146.2	09/12/1990 12:00:00 AM	1029958.0000	1297819.0000						0	0.0	
Disaster	Natural	Meteorological - Hydrological	Drought	Prairie provinces	01/01/1990 12:00:00 AM	Prairie provinces, 1990. Cereal crop drought occurred in parts of the Prairies.	0	0	0	581891545.0000	44532516.2	01/01/1990 12:00:00 AM			204155713.0000		377735832.0000			0	0.0	
Disaster	Natural	Meteorological - Hydrological	Storms and Severe Thunderstorms	Calgary AB	09/07/1990 12:00:00 AM	Calgary AB, July 9, 1990.	0	0	0	19295404.0000	1476689.1	09/07/1990 12:00:00 AM			3016404.0000			16279000.0000		0	0.0	
Disaster	Natural	Meteorological - Hydrological	Wildfire	Old Crow YT	20/07/1990 12:00:00 AM	Old Crow YT, July 20, 1990. Fires threatened the community of Old Crow, north of Inuvik, requiring the evacuation of the community residents.	0	0	210	7925848.0000	606570.0	20/07/1990 12:00:00 AM			7591444.0000	334404.0000				0	0.0	
Incident	Technology	Hazardous Chemicals	Fire	Harrow ON	23/07/1990 12:00:00 AM	Harrow ON, July 23, 1990. A fire destroyed a warehouse containing fertilisers and chemical products; extinguished in seven hours, the debris, waste, and water used for extinction were disposed of as toxic waste; dead fish were found as far away as 11 km.	0	0	0			23/07/1990 12:00:00 AM	0.0000	0.0000						0	0.0	
Disaster	Natural	Meteorological - Hydrological	Flood	Winnipeg MB	29/05/2010 12:00:00 AM	Winnipeg MB, May 29, 2010. Heavy rains over the course of a week caused significant flooding in Winnipeg and the surrounding area.  619 of the 180,000 residential properties in Winnipeg reported being flooded.  As a result, 420 were damaged by overland flooding, while 199 suffered sewage backups.  The province offered disaster financial assistance for this event alongside other events which occurred over the spring and summer.  Heavy rains over the course of a week caused significant flooding in Winnipeg and the surrounding area.	0	0	619	2200000.0000	113304.7	29/05/2010 12:00:00 AM	490000.0000		1710000.0000					0	0.0	
Disaster	Natural	Meteorological - Hydrological	Cold Event	British Columbia to Ontario	18/12/1989 12:00:00 AM	British Columbia to Ontario, December 1989 Ã‚Â– January 1990. Two serious cold spells began on December 19-28, 1989; snow, wind, and ice knocked out power lines to 60,000 homes in southwestern British Columbia on January 17; 5 deaths in Manitoba were caused by exposure to the extreme cold; 2 deaths due to fatal accidents in Alberta; freezing caused pipes to burst in Ontario. Almost 65% of the BC's utilities 16,980,000 cubic metres reserve used up.	7	0	0	536488.0000	43033.8	17/01/1990 12:00:00 AM			536488.0000					0	0.0	
